,Desa/Kelurahan,Desa/Kelurahan Terluar,Kabupaten/Kota,Kecamatan,Ketinggian DPL (M),Koordinat Bujur,Koordinat Lintang,Lokasi,Luas (Ha),Provinsi,Status,Tipologi,_id
692,SEMONGAN,Tidak,KABUPATEN SANGGAU,NOYAN,"0,00","110,722072","0,739764",DESA SEMONGAN KECAMATAN NOYAN KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"11,18",KALIMANTAN BARAT,DESA,Kehutanan,693
693,NOYAN,Tidak,KABUPATEN SANGGAU,NOYAN,"0,00","0,000000","0,000000",DESA NOYAN KECAMATAN NOYAN KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"6.857,00",KALIMANTAN BARAT,DESA,Persawahan,694
694,SOTOK,Tidak,KABUPATEN SANGGAU,SEKAYAM,"900,00","110,505105","0,747318",DESA SOTOK KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"92,50",KALIMANTAN BARAT,DESA,Persawahan,695
695,PENGADANG,Tidak,KABUPATEN SANGGAU,SEKAYAM,"0,00","110,472608","0,773950",DESA PENGADANG KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"7.200,00",KALIMANTAN BARAT,DESA,Persawahan,696
696,KENAMAN,Tidak,KABUPATEN SANGGAU,SEKAYAM,"200,00","110,416071","0,812136",DESA KENAMAN KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"3.102,00",KALIMANTAN BARAT,DESA,Persawahan,697
697,RAUT MUARA,Tidak,KABUPATEN SANGGAU,SEKAYAM,"0,00","110,277668","0,819716",DESA RAUT MUARA KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"10.452,00",KALIMANTAN BARAT,DESA,Persawahan,698
698,ENGKAHAN,Tidak,KABUPATEN SANGGAU,SEKAYAM,"0,00","110,400828","0,837064",DESA ENGKAHAN KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"8.260,00",KALIMANTAN BARAT,DESA,Persawahan,699
699,BALAI KARANGAN,Tidak,KABUPATEN SANGGAU,SEKAYAM,"0,00","110,424109","0,818434",DESA BALAI KARANGAN KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"6.703,00",KALIMANTAN BARAT,DESA,Persawahan,700
700,BUNGKANG,Ya,KABUPATEN SANGGAU,SEKAYAM,"250,00","0,000000","0,000000",DESA BUNGKANG KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"21.000,00",KALIMANTAN BARAT,DESA,Persawahan,701
701,LUBUK SABUK,Ya,KABUPATEN SANGGAU,SEKAYAM,"200,00","110,557935","0,826538",DESA LUBUK SABUK KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"7.818,97",KALIMANTAN BARAT,DESA,Persawahan,702
702,MELENGGANG,Tidak,KABUPATEN SANGGAU,SEKAYAM,"0,00","0,000000","0,000000",DESA MELENGGANG KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"11.798,00",KALIMANTAN BARAT,DESA,Persawahan,703
703,SANGAI TEKAM,Ya,KABUPATEN SANGGAU,SEKAYAM,"180,00","110,699515","0,880452",DESA SANGAI TEKAM KECAMATAN SEKAYAM KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"96.700,00",KALIMANTAN BARAT,DESA,Persawahan,704
704,NEKAN,Tidak,KABUPATEN SANGGAU,ENTIKONG,"1.000,00","110,311645","0,879139",DESA NEKAN KECAMATAN ENTIKONG KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"10.040,00",KALIMANTAN BARAT,DESA,Persawahan,705
705,SEMANGIT,Ya,KABUPATEN SANGGAU,ENTIKONG,"200,00","110,380295","0,903993",DESA SEMANGIT KECAMATAN ENTIKONG KABUPATEN SANGGAU PROVINSI KALIMANTAN BARAT,"6.254,00",KALIMANTAN BARAT,DESA,Persawahan,706
